Store Number,Longitude,Latitude
72896-91821,-104.85,38.88
19141-197867,-104.84,39.06
47718-259426,-104.72,38.86
5612-1977,-104.82,38.83
74159-24007,-104.77,38.85
19238-194244,-104.79,38.95
6845-82020,-104.8,38.96
72692-76605,-104.72,38.89
11713-100730,-104.76,38.79
73722-103424,-104.76,38.96
76762-104588,-104.77,38.95
297-139,-104.76,38.84
16854-146048,-104.76,38.94
21934-100817,-104.82,38.9
6884-76063,-104.87,38.85
74386-92938,-104.88,38.86
17364-173406,-104.81,39.89
13604-108690,-104.77,39.88
13938-104015,-105.31,39.53
79529-101065,-105.3,39.53
79264-93868,-105.29,39.54
27300-241524,-106.15,39.5
20181-203487,-108.58,37.35
22471-220904,-107.55,40.51
27708-240564,-105.01,39.75
75828-94910,-104.99,39.75
74105-23807,-104.97,39.68
22871-102491,-105.02,39.76
11105-100844,-105.05,39.77
75003-33060,-104.97,39.73
19695-165566,-105.01,39.65
74108-17656,-104.91,39.67
18946-177247,-104.9,39.65
5440-1319,-104.92,39.71
6205-30,-104.99,39.74
6618-69880,-104.99,39.69
10862-103208,-104.9,39.72
79292-99564,-104.94,39.67
15466-156825,-104.99,39.74
74296-77462,-105.04,39.78
6342-10647,-105.01,39.76
10496-100761,-104.99,39.77
6657-73731,-105,39.75
11474-105326,-104.92,39.65
74254-65021,-104.94,39.69
8971-94801,-104.97,39.71
16946-106016,-104.9,39.76
253-136,-104.95,39.72
28591-249796,-104.95,39.72
6381-25487,-104.99,39.75
24712-197869,-105,39.76
2946-87321,-104.95,39.74
6214-38,-104.96,39.68
270-138,-104.94,39.73
10019-98985,-105.02,39.76
5434-872,-104.94,39.67
10770-100758,-105.02,39.78
6822-82361,-105,39.74
24838-238076,-104.99,39.75
48194-254256,-105.04,39.74
10625-100287,-104.85,39.78
27847-248910,-104.81,39.77
75960-108269,-104.67,39.86
11473-103805,-104.94,39.77
75004-70380,-105.05,39.66
75324-95897,-104.99,39.74
73787-111045,-105,39.74
248-135,-105,39.75
74125-25289,-104.97,39.73
8115-95975,-104.92,39.74
73566-81441,-104.9,39.72
17562-165406,-105,39.74
5803-15714,-105,39.75
8916-95345,-104.94,39.69
5392-873,-104.99,39.75
5640-2442,-104.99,39.74
22162-218186,-105,39.75
74178-32999,-104.95,39.72
73165-21582,-104.99,39.71
6697-73722,-104.99,39.75
11034-104012,-104.87,39.65
5285-803,-104.98,39.73
8863-95109,-104.98,39.88
10436-98953,-104.9,39.79
6540-62379,-104.91,39.68
10861-103209,-104.95,39.72
76470-97550,-104.9,39.78
29429-253366,-105.02,39.71
75959-108270,-104.67,39.86
6225-283,-104.93,39.65
10673-100271,-104.99,39.75
74282-65040,-104.98,39.75
10351-99161,-104.99,39.71
10261-100356,-104.97,39.68
74705-96758,-104.92,39.74
75506-33861,-104.99,39.75
6324-9153,-104.99,39.73
12848-95170,-104.93,39.71
78024-107376,-105,39.75
2817-86203,-104.9,39.76
5425-1281,-104.97,39.74
9193-151286,-104.91,39.65
237-230005,-104.96,39.72
73824-111025,-106.06,39.63
5458-1287,-106.05,39.63
75535-33240,-105.6,39.76
73347-22033,-107.89,37.27
9597-97205,-107.88,37.27
25970-92950,-107.88,37.27
19585-197866,-107.87,37.3
73888-124166,-106.83,39.66
8758-94827,-105.05,39.75
29548-245835,-105.05,39.75
76782-108571,-105.06,39.75
6615-65341,-106.59,39.64
73754-103426,-107.09,39.39
74247-51499,-104.61,39.36
17563-172724,-104.86,39.54
74791-99277,-104.98,39.65
22796-224831,-104.99,39.65
18651-103417,-105.03,39.63
15382-192845,-104.96,39.65
11476-105389,-104.99,39.64
10674-100914,-104.99,39.66
76165-93492,-104.88,39.59
74140-17674,-104.9,39.6
13426-105051,-105.1,40.02
74348-82460,-105.1,40.02
6508-61959,-105.52,40.38
74380-91500,-105.52,40.38
74879-100329,-105.34,39.65
73753-100345,-105.36,39.69
74261-67760,-104.6,38.94
74109-24367,-105.02,39.88
8677-94425,-104.98,40.16
74353-83166,-104.94,40.12
72937-94128,-104.94,40.16
19134-193664,-104.8,38.72
15861-113264,-104.8,38.74
6910-79462,-105.04,40.52
74357-84402,-105.08,40.58
296-144,-105.06,40.55
79240-86330,-105.04,40.55
74388-82293,-105.12,40.55
5449-1318,-105.07,40.52
74347-82291,-105.05,40.52
76907-129326,-105.08,40.53
3780-126767,-105.12,40.57
15467-150413,-105.08,40.61
14944-153755,-105.08,40.56
5671-102288,-105.09,40.55
14104-107935,-105.1,40.57
6570-60399,-105.08,40.59
74306-78900,-104.8,40.08
19641-124167,-103.81,40.25
20001-183945,-104.7,38.72
74245-51679,-104.7,38.72
74340-83165,-105.81,39.95
14451-119784,-104.99,40.09
5372-165565,-106.1,39.59
74335-82182,-106.1,39.58
73806-82290,-105.07,40.52
23170-220812,-105.08,40.61
76123-78584,-104.94,39.71
277-198,-104.94,39.7
73953-101200,-107.33,39.54
11107-101395,-107.34,39.55
76434-95682,-107.29,39.48
22944-182071,-107.33,39.53
74534-51539,-107.33,39.53
25490-228586,-105.22,39.75
22818-220809,-105.2,39.74
6425-49679,-105.22,39.75
10722-102751,-105.23,39.77
74355-85884,-105.22,39.75
8626-103726,-105.33,39.7
70077-138824,-105.19,39.74
72926-91721,-105.93,40.06
11477-104016,-108.59,39.08
47908-92924,-108.55,39.09
79471-90340,-108.57,39.07
72596-108623,-108.46,39.09
73561-82103,-108.55,39.08
23845-232871,-108.55,39.08
10676-101244,-108.61,39.1
17975-186945,-108.53,39.04
19241-199290,-108.6,39.09
76164-93491,-108.6,39.09
73431-25047,-108.6,39.07
74318-81440,-108.51,39.09
70332-126768,-108.61,39.1
74330-81880,-108.55,39.1
76125-90343,-104.75,40.39
19217-108206,-104.73,40.4
74415-89100,-104.75,40.4
6919-86208,-104.7,40.39
15028-151285,-104.79,40.42
6906-83643,-104.75,40.42
74363-88200,-104.74,40.42
11838-104017,-104.75,40.4
75001-29516,-104.88,39.63
6776-78625,-104.89,39.61
5722-8007,-104.9,39.62
75005-82269,-104.92,39.61
252-145,-104.88,39.63
249-195,-104.89,39.6
17748-173944,-104.88,39.6
73871-126744,-106.93,38.55
5112-147685,-105.01,39.55
6339-180484,-104.94,39.54
75009-86329,-104.91,39.56
5325-165564,-105,39.55
75002-34139,-105.01,39.54
74141-17714,-104.99,39.55
72853-92946,-104.94,39.53
76124-88404,-104.97,39.57
11995-106752,-105.04,39.55
11109-102639,-104.94,39.53
10317-98792,-105.5,39.74
11169-104446,-104.98,40.41
75672-94216,-105.94,39.61
10228-100277,-105.1,39.99
72892-94389,-105.1,40
74295-65079,-105.1,39.74
5718-241748,-105.08,39.68
15145-156124,-105.08,39.71
6998-92280,-105.08,39.72
11111-102552,-105.11,39.74
8915-93534,-105.12,39.69
75007-83227,-105.12,39.69
74373-82283,-105.15,39.7
79344-96655,-105.09,39.71
79619-101955,-105.12,39.68
2825-209726,-105.14,39.7
72690-76606,-105.16,39.73
10863-103229,-105.13,39.71
79714-108618,-105.01,39.59
5410-1089,-104.99,39.61
9128-82271,-104.92,39.57
5315-697,-104.89,39.56
23483-230641,-105.07,39.59
10316-4256,-105.08,39.57
239-191,-104.96,39.61
5342-105589,-105.09,39.61
6565-65640,-105.11,39.56
20276-203488,-104.99,39.61
16855-176087,-104.99,39.57
6569-61701,-105.03,39.59
13490-98427,-105.02,39.62
74139-17655,-104.88,39.54
74697-96759,-105.07,39.48
16916-176065,-105.08,39.57
5804-3137,-105.14,39.58
6528-3140,-105.11,39.62
75006-75246,-105.13,39.58
79283-82266,-104.94,39.54
72648-48399,-105.1,39.61
74479-84400,-105.13,39.58
27851-193845,-104.88,39.54
28594-249822,-104.88,39.56
10262-99008,-104.88,39.55
76472-97585,-104.88,39.53
22526-215010,-104.88,39.56
9693-97948,-105.13,40.19
73844-102077,-105.13,40.15
74238-17755,-105.13,40.19
74110-97326,-105.07,40.19
74132-17754,-105.11,40.15
16853-176086,-105.07,40.16
5306-250709,-105.11,40.15
76651-97549,-105.13,40.14
6638-64283,-105.13,40.15
74110-23948,-105.07,40.19
8663-94102,-105.08,40.19
10677-99648,-105.1,40.19
5587-137175,-105.16,39.97
16497-170104,-105.12,39.99
10723-101369,-105.08,40.43
6382-27308,-105.1,40.38
16858-129325,-105.1,40.38
18736-94610,-105.07,40.42
17663-175248,-105.01,40.41
10499-103660,-105.1,40.41
74341-82292,-105.11,40.41
72588-103418,-107.87,38.45
76854-111233,-107.87,38.45
8664-94423,-107.87,38.46
6759-76042,-104.87,39.1
74333-83620,-104.87,39.1
50210-271889,-104.98,39.91
17733-171004,-104.99,39.88
25027-92923,-107.08,37.25
74120-17634,-104.77,39.52
6456-43259,-104.77,39.51
73837-110987,-104.76,39.48
76713-102463,-104.77,39.51
10866-103227,-104.79,39.54
28271-233545,-104.78,39.56
13339-105636,-104.77,39.54
73955-93848,-104.79,39.53
75421-105054,-104.68,38.81
24070-93498,-104.65,38.24
6627-71282,-104.63,38.31
11112-100727,-104.63,38.27
13492-106900,-104.62,38.32
2875-92974,-104.66,38.23
74155-25928,-104.73,38.31
27002-108202,-107.78,39.54
8685-94424,-107.77,39.52
79746-124168,-105.99,38.54
76895-121624,-105.01,39.65
26930-246154,-106.07,39.63
19568-93831,-106.95,39.21
2939-244628,-106.83,40.47
74833-99499,-106.82,40.47
79273-93497,-106.82,40.46
72611-22321,-105.17,39.96
74480-82282,-105.15,39.93
10867-99865,-105.15,39.93
20645-195365,-107.85,37.93
9946-98432,-104.98,40
6945-86206,-104.94,39.91
73874-110989,-104.94,39.91
18537-92947,-104.94,39.94
11479-100284,-104.94,39.94
9599-97632,-104.98,39.85
72647-48379,-104.97,39.92
9554-97218,-104.99,39.91
73172-21492,-104.94,39.88
74407-85001,-105,39.86
21637-212584,-104.98,39.89
26207-240130,-104.99,40.52
79617-113625,-104.51,37.17
74366-83224,-106.42,39.63
78016-103687,-106.39,39.64
1301-150415,-106.37,39.64
19855-92925,-106.42,39.63
9692-98012,-105.08,39.89
76717-103835,-105.05,39.94
6223-627,-105.05,39.87
13233-105953,-104.99,39.96
5647-2441,-105,39.91
10724-99651,-104.99,39.94
10437-99160,-105.05,39.83
25969-242724,-105.08,39.84
6879-83646,-105.03,39.83
19224-192844,-105.03,39.88
29643-254412,-105.05,39.87
76246-94911,-105.08,39.89
5358-911,-105.05,39.91
5806-15693,-105.03,39.88
11780-106321,-105.1,39.88
17740-94024,-105.05,39.77
72859-83228,-105.14,39.76
6905-231206,-105.11,39.77
74371-82287,-105.08,39.77
13822-108298,-105.11,39.79
251-196,-105.14,39.76
76471-97424,-105.11,39.79
72848-87620,-104.93,40.48
74342-82181,-104.93,40.48
75611-83180,-105.76,39.89
6946-209745,-105.04,38.97
74343-83660,-105.05,38.98
76780-100176,-73.08,41.34
7508-9452,-72.86,41.82
14543-118984,-73.38,41.41
9423-96855,-72.74,41.82
7485-6527,-72.83,41.28
75705-85405,-72.76,41.3
22995-226726,-73.18,41.18
7645-18919,-72.92,41.69
2962-237666,-72.33,41.57
7824-2544,-73.6,41.04
14159-108196,-73.48,41.38
7288-797,-73.42,41.43
7484-6526,-73.52,41.39
28576-249788,-73.48,41.38
22943-210770,-73.46,41.41
7230-546,-73.47,41.08
76958-138444,-71.92,41.85
10948-103486,-73.06,41.31
9292-93762,-72.21,41.36
19270-137587,-72.23,41.37
7883-66420,-72.58,41.99
24144-235965,-72.58,42
16976-171604,-73.26,41.14
10264-99992,-73.26,41.14
72572-101779,-73.23,41.18
7668-7210,-73.25,41.18
11678-225704,-72.76,41.72
7616-25549,-72.83,41.73
28590-249797,-72.83,41.72
7300-1155,-72.62,41.72
4195-138768,-72.59,41.71
10949-102507,-72.61,41.71
7913-89402,-72.79,41.95
806-1538,-73.63,41.02
829-1539,-73.62,41.03
73758-97513,-72.07,41.37
72248-29336,-72.03,41.36
11782-104678,-72.05,41.35
2747-89401,-72.92,41.37
25329-240524,-72.68,41.75
7306-1044,-72.68,41.77
75175-76721,-72.67,41.76
20166-195944,-71.96,41.47
3857-141555,-72,41.58
7701-45639,-72.6,41.28
6999-91101,-72.57,41.77
10500-101168,-72.53,41.81
29676-254345,-72.55,41.81
28221-250111,-72.55,41.81
851-1540,-72.56,41.81
21689-195069,-72.24,41.8
29950-223725,-71.96,41.47
10020-99457,-72.81,41.51
76547-95715,-73.04,41.24
10353-100691,-73.04,41.24
9601-97421,-73.27,41.33
73725-107088,-72.1,41.48
7654-20620,-71.96,41.37
27566-247184,-72.77,41.69
23934-234364,-72.77,41.71
877-1541,-73.5,41.15
2851-92703,-73.49,41.47
11903-105685,-72.93,41.31
7461-6530,-72.93,41.31
10190-99994,-73.41,41.57
7751-62419,-72.72,41.7
11342-104577,-72.73,41.65
7482-6529,-73.3,41.41
7752-62421,-72.85,41.4
76268-90407,-72.87,41.35
7864-83541,-73.4,41.12
9493-97222,-73.42,41.16
23639-218124,-73.44,41.1
19356-195704,-72.11,41.51
7986-2241,-72.38,41.3
7388-1372,-73.02,41.25
76307-79814,-72.99,41.28
25608-239097,-73.11,41.42
2850-92920,-72.84,41.68
7287-1158,-73.49,41.29
815-1542,-73.58,41.04
7836-81480,-72.68,41.66
13783-109047,-73.09,41.4
9641-97804,-73.11,41.29
9640-96852,-72.8,41.88
7367-799,-73.23,41.46
8645-94463,-72.87,41.63
76990-137600,-72.9,41.61
11172-104313,-73.54,41.05
7366-1264,-73.55,41.07
7477-1934,-73.54,41.06
76269-80253,-73.54,41.06
805-1543,-73.55,41.11
14466-113795,-73.56,41.04
28318-250022,-73.54,41.05
7863-83540,-72.24,41.8
9265-96045,-73.13,41.2
27921-248884,-73.08,41.82
76851-113958,-73.08,41.82
28525-249883,-73.22,41.23
76306-93245,-73.15,41.23
7252-547,-73.2,41.25
76967-137802,-73.23,41.23
75540-48279,-72.09,41.49
27448-247649,-72.49,41.83
27435-247554,-72.81,41.48
76705-98089,-73.03,41.58
24865-239185,-73.06,41.55
27538-247115,-72.14,41.37
7633-20221,-73.11,41.59
848-1792,-72.75,41.79
853-1791,-72.74,41.76
22967-176905,-72.72,41.79
7740-60999,-72.76,41.73
73804-101784,-72.96,41.27
14745-119504,-72.97,41.27
4196-138149,-73.3,41.14
7505-247007,-73.33,41.14
804-1790,-73.36,41.14
8644-93763,-72.66,41.69
7580-11036,-73.43,41.19
76679-104731,-72.65,41.89
8646-93508,-72.98,41.34
70055-131064,-77.02,38.84
7676-20500,-77.03,38.9
75238-85016,-77.05,38.9
7369-1383,-77.04,38.9
11036-103474,-77.02,38.89
7877-83860,-77.04,38.92
13235-105606,-77.06,38.94
23852-232305,-77.07,38.93
10229-99170,-77.05,38.91
10725-100383,-77.03,38.9
723-2014,-77.1,38.94
17827-160146,-77.01,38.91
76882-100073,-77.03,38.93
10439-100821,-77.01,38.9
19851-75281,-77.02,38.91
7569-238095,-77.03,38.9
22039-214964,-77.02,38.9
7759-93448,-77.01,38.9
7689-49699,-77.02,38.9
7299-184944,-77.08,38.96
24497-238087,-77.03,38.89
7685-38819,-77.04,38.92
70302-137284,-77.07,38.91
7765-52560,-77.03,38.9
7610-17294,-77,38.89
7237-703,-77.06,38.91
74866-97711,-76.98,38.9
8076-150985,-77.02,38.88
13641-108262,-77.06,38.9
79779-121145,-77.02,38.9
23466-230290,-77.03,38.9
74837-80532,-76.99,38.88
7715-40480,-77.05,38.91
7760-50439,-77.04,38.9
3716-145344,-77.1,38.92
16039-167106,-77,38.88
21159-160244,-77.07,38.94
75425-107208,-77,38.93
15122-156865,-77.02,38.88
7572-13731,-77.09,38.93
7815-75280,-77.02,38.92
15556-207969,-77.01,38.9
7784-66360,-77.03,38.9
7845-71781,-77.03,38.91
26030-243146,-77,38.93
722-970,-77.07,38.92
719-1122,-77.02,38.89
8666-86881,-77.04,38.9
75702-94031,-77.03,38.9
712-1120,-77.05,38.91
7240-704,-77.02,38.9
8759-86882,-77.05,38.9
7350-780,-77.1,38.93
21424-211944,-77.09,38.94
7865-54021,-77.03,38.92
17818-181024,-77.03,38.9
2748-88141,-77.04,38.9
74153-17931,-77.03,38.97
7892-52479,-77,38.88
7415-1846,-77.08,38.95
11480-104696,-77.05,38.91
74453-17932,-76.97,38.86
2749-50420,-77.02,38.9
13234-107243,-77.03,38.93
702-1112,-77.04,38.91
23832-233225,-77,38.9
20275-204207,-77.02,38.94
8665-89460,-77.05,38.9
735-968,-77.04,38.9
9793-98465,-77.02,38.88
70004-26515,-77.03,38.9
20918-194705,-77.01,38.9
716-1121,-77.03,38.9
7632-26887,-77.07,38.92
7172-150404,-77.07,38.92
25880-242727,-77.02,38.97
726-2027,-77.04,38.9
11247-103892,-77.03,38.9
715-1119,-77.07,38.96
7762-62959,-77.06,38.93
10898-102107,-77,38.88
9392-95294,-77.02,38.89
49899-271484,-77.02,38.9
72453-5260,-77.04,38.86
7281-766,-77.04,38.9
725-2024,-77.04,38.91
11869-105617,-77.03,38.88
21772-214865,-77.05,38.9
728-239264,-77.03,38.9
22797-220545,-77.05,38.85
22473-220544,-77.05,38.85
74239-38379,-75.51,39.16
25349-240547,-75.55,39.19
25465-241066,-75.6,39.78
19208-197884,-75.71,39.77
10899-102736,-75.7,39.45
79396-97468,-75.11,38.55
75735-94538,-75.71,39.64
2947-92700,-75.75,39.6
74565-76061,-75.75,39.6
8187-151764,-75.65,39.68
28585-250251,-75.65,39.68
18203-186064,-75.75,39.68
7789-69284,-75.75,39.68
25599-241155,-75.69,39.66
74731-97006,-75.13,38.72
14253-117484,-75.09,38.72
73836-100578,-75.11,38.47
76335-95673,-75.54,39.83
23270-228345,-75.55,39.75
7591-12893,-75.65,39.73
7775-57239,-75.5,39.8
24488-231484,-75.56,39.74
48486-263338,-75.69,39.74
48666-257226,-75.55,39.74
79761-98319,-75.5,39.83
11037-97631,-81.39,28.69
28608-249873,-81.37,28.67
24857-232566,-81.42,28.67
8475-31199,-81.42,28.66
11387-105395,-81.38,28.66
29952-254207,-81.37,28.66
11956-98744,-81.44,28.67
9907-98589,-81.47,28.65
8316-5449,-80.15,25.95
8275-1577,-80.14,25.96
8566-79262,-80.15,25.94
49266-238016,-80.14,25.96
22364-193144,-81.56,28.36
9517-95430,-81.33,28.48
8248-696,-80.2,26.37
10354-100248,-80.2,26.41
8235-1067,-80.15,26.35
8588-85183,-80.1,26.39
8257-191205,-80.08,26.37
11388-105377,-80.13,26.37
28345-249734,-80.1,26.38
11605-102741,-80.13,26.37
8334-12112,-80.17,26.37
8307-7052,-80.12,26.36
8261-1535,-80.08,26.35
8262-1068,-80.12,26.41
8354-4092,-80.13,26.37
75289-44839,-80.1,26.37
22555-220044,-81.81,26.34
76473-97108,-80.17,26.53
13563-107228,-80.09,26.55
8805-94142,-80.09,26.53
17947-179784,-80.09,26.57
76749-106133,-80.08,26.53
13236-104290,-82.62,27.5
11248-103874,-82.46,27.44
19070-191185,-82.48,27.49
13874-109745,-82.44,27.39
11679-105826,-82.56,27.49
3485-91461,-82.64,27.46
26774-244572,-82.51,27.45
8541-186204,-82.58,27.45
28248-249766,-82.33,27.93
14074-114624,-82.33,27.93
8549-72560,-82.33,27.92
76151-93558,-82.32,27.94
8534-52580,-82.32,27.94
10355-98749,-82.26,27.94
8592-221244,-82.33,27.93
10192-98751,-82.51,28.53
13317-103549,-85.59,30.16
16887-175725,-81.97,26.61
11607-242367,-82.02,26.61
11783-104279,-81.93,26.67
29496-248064,-81.94,26.61
21921-207684,-81.96,26.56
76810-111305,-81.94,26.67
75824-102331,-82.19,26.53
76464-97608,-81.34,28.67
9516-95434,-81.34,28.66
10231-97300,-81.32,28.63
11396-105347,-81.54,28.32
76113-79324,-82.72,27.96
13709-108226,-82.69,27.89
29670-140451,-82.83,27.98
8603-84240,-82.73,28.01
8447-27969,-82.71,28.01
18691-181784,-82.75,27.96
8594-87964,-82.73,28.02
2924-78341,-82.73,27.96
8379-19581,-82.8,27.97
28447-249941,-82.73,28.02
11249-103362,-81.71,28.55
76103-78187,-81.7,28.55
13969-109205,-81.68,28.36
24560-224084,-80.61,28.36
75752-95744,-80.61,28.36
13493-105160,-80.19,26.28
9701-85182,-80.19,26.3
8254-137084,-80.24,25.73
19877-200964,-80.23,25.73
28233-250056,-80.26,25.73
75245-80249,-80.28,25.72
8228-993,-80.26,25.75
8256-1382,-80.27,25.72
19812-107345,-80.28,25.72
11784-104774,-80.26,25.73
28627-249969,-80.25,26.24
22184-214324,-80.25,26.24
76831-108131,-80.25,26.3
76905-98112,-80.2,26.28
17006-169464,-80.21,26.27
8281-1647,-80.25,26.27
8494-62181,-80.28,26.31
14328-112944,-86.57,30.73
19033-185564,-80.36,25.59
11040-103663,-80.37,25.57
76888-122708,-81.64,28.23
21823-206684,-80.25,26.1
9695-91811,-80.25,26.06
76368-97220,-80.25,26.05
2964-239093,-80.25,26.05
13970-109626,-81.06,29.2
8443-209184,-81.01,29.22
76336-89123,-81.08,29.18
78092-119269,-81.05,29.19
28075-247866,-80.97,29.15
15488-157144,-80.09,26.3
8426-38719,-80.09,26.32
21215-181738,-80.15,26.32
76904-128673,-80.15,26.32
27185-241709,-81.3,28.99
27030-239809,-80.17,26.45
13875-106507,-80.07,26.46
21822-191184,-80.08,26.44
8455-44904,-80.07,26.46
8376-23235,-80.15,26.43
8558-75466,-86.42,30.39
76435-95413,-86.48,30.39
11250-103920,-86.35,30.38
10550-100278,-80.32,25.8
2751-87002,-80.37,25.79
21315-196345,-80.38,25.81
27184-241965,-82.76,28.02
72113-5604,-86.53,30.47
11680-105902,-82.51,27.53
8678-66662,-81.77,26.44
9752-96115,-81.81,26.4
76869-127185,-81.81,26.41
11481-233404,-81.45,30.64
13939-108784,-80.48,25.45
9642-95733,-80.14,26.1
8303-7947,-80.14,26.12
72641-32299,-80.25,26.19
22094-209644,-80.1,26.17
8328-145164,-80.11,26.14
22710-222689,-80.14,26.07
8528-70121,-80.12,26.15
22709-222704,-80.14,26.07
10679-96815,-80.14,26.11
27563-247664,-80.14,26.07
8302-11741,-80.14,26.12
16973-175144,-80.12,26.19
8806-87001,-80.13,26.1
22708-222688,-80.14,26.07
76106-85289,-80.32,26.15
75449-106095,-80.24,26.08
10233-99983,-81.86,26.6
75776-93137,-81.76,26.53
10440-97315,-81.87,26.64
21155-202904,-81.79,26.49
76908-128674,-81.94,26.51
75774-93135,-81.75,26.53
19296-185805,-81.81,26.55
76474-97102,-81.79,26.48
75775-93136,-81.76,26.53
76913-128675,-81.8,26.62
11392-105407,-81.87,26.6
11482-104462,-81.8,26.62
10152-99906,-81.9,26.56
10443-97030,-81.87,26.55
75445-106098,-81.79,26.48
10589-101445,-86.61,30.42
9906-96348,-86.64,30.43
75594-10318,-80.11,26.11
70323-114971,-80.1,26.13
76449-90933,-81.87,26.54
